,movieid,name,genre,rating
1721,1901,Dear Jesse  ,Documentary,4
1722,1902,Dream for an Insomniac  ,"Drama,Romance",3
1723,1903,Hav Plenty  ,Comedy,3
1724,1904,Henry Fool  ,"Comedy,Drama",3
1725,1905,Marie Baie Des Anges  ,Drama,2
1726,1906,Mr. Jealousy  ,"Comedy,Romance",3
1727,1907,Mulan  ,"Animation,Children",4
1728,1908,Resurrection Man  ,"Drama,Thriller",3
1729,1909,X-Files: Fight the Future,"Mystery,SciFi",3
1730,1910,I Went Down  ,"Action,Comedy,Crime",4
1731,1911,Doctor Dolittle  ,Comedy,3
1732,1912,Out of Sight  ,"Action,Crime,Romance",4
1733,1913,Picnic at Hanging Rock  ,"Drama,Mystery",4
1734,1914,Smoke Signals  ,"Comedy,Drama",4
1735,1915,Voyage to the Beginning of the World  ,Drama,4
1736,1916,Buffalo 66  ,"Action,Comedy,Drama",4
1737,1917,Armageddon  ,"Action,Adventure,SciFi",3
1738,1918,Lethal Weapon 4  ,"Action,Comedy,Crime",3
1739,1919,Madeline  ,"Children,Comedy",3
1740,1920,Small Soldiers  ,"Animation,Children,Fantasy",3
1741,1921,Pi  ,"SciFi,Thriller",4
1742,1922,Whatever  ,Drama,3
1743,1923,There's Something About Mary  ,Comedy,4
1744,1924,Plan 9 from Outer Space  ,"Horror,SciFi",3
1745,1925,Wings  ,"Drama,Romance,War",4
1746,1926,Broadway Melody,Musical,3
1747,1927,All Quiet on theWesternFront  ,War,4
1748,1928,Cimarron  ,Western,3
1749,1929,Grand Hotel  ,Drama,4
1750,1930,Cavalcade  ,Drama,3
1751,1931,Mutiny on the Bounty  ,Adventure,4
1752,1932,Great Ziegfeld,Musical,3
1753,1933,Life of Émile Zola,Drama,3
1754,1934,You Can't Take It With You  ,Comedy,4
1755,1935,How Green Was My Valley  ,Drama,4
1756,1936,Mrs. Miniver  ,"Drama,War",4
1757,1937,Going My Way  ,Comedy,4
1758,1938,Lost Weekend,Drama,4
1759,1939,Best Years of Our Lives,"Drama,War",4
1760,1940,Gentleman's Agreement  ,Drama,4
1761,1941,Hamlet  ,Drama,4
1762,1942,All the King's Men  ,Drama,4
1763,1943,Greatest Show on Earth,Drama,3
1764,1944,From Here to Eternity  ,"Drama,Romance,War",4
1765,1945,On the Waterfront  ,"Crime,Drama",4
1766,1946,Marty  ,"Drama,Romance",4
1767,1947,West Side Story  ,"Musical,Romance",4
1768,1948,Tom Jones  ,Comedy,4
1769,1949,Man for All Seasons,Drama,4
1770,1950,In the Heat of the Night  ,"Drama,Mystery",4
1771,1951,Oliver!  ,Musical,4
1772,1952,Midnight Cowboy  ,Drama,4
1773,1953,French Connection,"Action,Crime,Thriller",4
1774,1954,Rocky  ,"Action,Drama",4
1775,1955,Kramer Vs. Kramer  ,Drama,4
1776,1956,Ordinary People  ,Drama,4
1777,1957,Chariots of Fire  ,Drama,4
1778,1958,Terms of Endearment  ,"Comedy,Drama",4
1779,1959,Out of Africa  ,"Drama,Romance",4
1780,1960,Last Emperor,"Drama,War",4
1781,1961,Rain Man  ,Drama,4
1782,1962,Driving Miss Daisy  ,Drama,4
1783,1963,Take the Money and Run  ,Comedy,4
1784,1964,Klute  ,"Drama,Mystery",4
1785,1965,Repo Man  ,"Comedy,SciFi",4
1786,1966,Metropolitan  ,Comedy,4
1787,1967,Labyrinth  ,"Adventure,Children,Fantasy",4
1788,1968,Breakfast Club,"Comedy,Drama",4
1789,1969,Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,2
1790,1970,Nightmare on Elm Street 3: DreamWarriors,Horror,3
1791,1971,Nightmare on Elm Street 4: The Dream Master,Horror,2
1792,1972,Nightmare on Elm Street 5: The Dream Child,Horror,2
1793,1973,Freddy's Dead: The Final Nightmare  ,Horror,2
1794,1974,Friday the 13th  ,Horror,3
1795,1975,Friday the 13th Part 2  ,Horror,2
1796,1976,Friday the 13th Part 3: 3D  ,Horror,2
1797,1977,Friday the 13th: The Final Chapter  ,Horror,2
1798,1978,Friday the 13th Part V: A New Beginning  ,Horror,2
1799,1979,Friday the 13th Part VI: Jason Lives  ,Horror,2
1800,1980,Friday the 13th Part VII: The New Blood  ,Horror,2
1801,1981,Friday the 13th Part VIII: Jason Takes Manhattan  ,Horror,2
1802,1982,Halloween  ,Horror,4
1803,1983,Halloween II  ,Horror,3
1804,1984,Halloween III: Season of the Witch  ,Horror,2
1805,1985,Halloween 4: The Return of Michael Myers  ,Horror,2
1806,1986,Halloween 5: The Revenge of Michael Myers  ,Horror,2
1807,1987,Prom Night  ,Horror,2
1808,1988,Hello Mary Lou: Prom Night II  ,Horror,2
1809,1989,Prom Night III: The Last Kiss  ,Horror,1
1810,1990,Prom Night IV: Deliver Us From Evil  ,Horror,2
1811,1991,Child's Play  ,Horror,3
1812,1992,Child's Play 2  ,Horror,2
1813,1993,Child's Play 3  ,Horror,2
1814,1994,Poltergeist  ,"Horror,Thriller",4
1815,1995,Poltergeist II: The Other Side  ,"Horror,Thriller",2
1816,1996,Poltergeist III  ,"Horror,Thriller",2
1817,1997,Exorcist,Horror,4
1818,1998,Exorcist II: The Heretic  ,Horror,2
1819,1999,Exorcist III,Horror,3
1820,2000,Lethal Weapon  ,"Action,Comedy,Crime",4
1821,2001,Lethal Weapon 2  ,"Action,Comedy,Crime",4
1822,2002,Lethal Weapon 3  ,"Action,Comedy,Crime",3
1823,2003,Gremlins  ,"Comedy,Horror",3
1824,2004,Gremlins 2: The New Batch  ,"Comedy,Horror",3
1825,2005,Goonies,"Adventure,Children",3
1826,2006,Mask of Zorro,"Action,Adventure",4
1827,2007,Polish Wedding  ,Comedy,3
1828,2008,This World,"Crime,Drama",3
1829,2009,Soylent Green  ,"SciFi,Thriller",4
1830,2010,Metropolis  ,SciFi,4
1831,2011,Back to the Future Part II  ,"Comedy,SciFi",3
1832,2012,Back to the Future Part III  ,"Comedy,SciFi,Western",3
1833,2013,PoseidonAdventure,"Action,Adventure",3
1834,2014,Freaky Friday  ,"Children,Comedy",3
1835,2015,Absent Minded Professor,"Children,Comedy",3
1836,2016,Apple Dumpling Gang Rides Again,"Children,Comedy",3
1837,2017,Babes in Toyland  ,"Children,Fantasy,Musical",3
1838,2018,Bambi  ,"Animation,Children",4
1839,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai)  ,"Action,Drama",5
1840,2020,Dangerous Liaisons  ,"Drama,Romance",4
1841,2021,Dune  ,"Fantasy,SciFi",3
1842,2022,Last Temptation of Christ,Drama,4
1843,2023,Godfather: Part III,"Action,Crime",3
1844,2024,Rapture,"Drama,Mystery",3
1845,2025,Lolita  ,"Drama,Romance",3
1846,2026,Disturbing Behavior  ,"Horror,Thriller",3
1847,2027,Mafia!  ,"Comedy,Crime",2
1848,2028,Saving Private Ryan  ,"Action,Drama,War",4
1849,2029,Billy's Hollywood Screen Kiss  ,"Comedy,Romance",4
1850,2031,$1,",,Children",3
1851,2032,Barefoot Executive,"Children,Comedy",3
1852,2033,Black Cauldron,"Animation,Children",3
1853,2034,Black Hole,SciFi,3
1854,2035,Blackbeard's Ghost  ,"Children,Comedy",3
1855,2036,Blank Check  ,"Children,Comedy",2
1856,2037,Candleshoe  ,"Adventure,Children,Comedy",4
1857,2038,Cat from Outer Space,"Children,Comedy",3
1858,2039,Cheetah  ,"Adventure,Children",1
1859,2040,Computer Wore Tennis Shoes,"Children,Comedy",3
1860,2041,Condorman  ,"Action,Adventure,Children",3
1861,2042,D2: The Mighty Ducks  ,"Children,Comedy",3
1862,2043,Darby O'Gill and the Little People  ,"Adventure,Children,Fantasy",3
1863,2044,Devil and Max Devlin,Comedy,3
1864,2045,Far Off Place,"Adventure,Children,Romance",3
1865,2046,Flight of the Navigator  ,"Adventure,Children,SciFi",3
1866,2047,Gnome-Mobile,Children,3
1867,2048,Great Mouse Detective,"Animation,Children",3
1868,2049,Happiest Millionaire,"Comedy,Musical",3
1869,2050,Herbie Goes Bananas  ,"Adventure,Children,Comedy",3
1870,2051,Herbie Goes to Monte Carlo  ,"Adventure,Children,Comedy",3
1871,2052,Hocus Pocus  ,"Children,Comedy",3
1872,2053,Honey,"Children,Comedy",2
1873,2054,Honey,"Adventure,Children,Fantasy,SciFi",3
1874,2055,Hot Lead and Cold Feet  ,"Comedy,Western",3
1875,2056,In Search of the Castaways  ,"Adventure,Children",4
1876,2057,Incredible Journey,"Adventure,Children",3
1877,2058,Negotiator,"Action,Thriller",4
1878,2059,Parent Trap,"Children,Drama",3
1879,2060,BASEketball  ,Comedy,3
1880,2061,Full Tilt Boogie  ,Documentary,4
1881,2062,Governess,"Drama,Romance",3
1882,2063,Seventh Heaven (Le Septième ciel)  ,"Drama,Romance",2
1883,2064,Roger & Me  ,"Comedy,Documentary",4
1884,2065,Purple Rose of Cairo,"Comedy,Drama",4
1885,2066,Out of the Past  ,Noir,4
1886,2067,Doctor Zhivago  ,"Drama,Romance,War",4
1887,2068,Fanny and Alexander  ,Drama,4
1888,2069,Trip to Bountiful,Drama,4
1889,2070,Tender Mercies  ,Drama,4
1890,2071,And the Band Played On  ,Drama,4
1891,2072,'burbs,Comedy,3
1892,2073,Fandango  ,Comedy,4
1893,2074,Night Porter,Drama,4
1894,2075,Mephisto  ,"Drama,War",4
1895,2076,Blue Velvet  ,"Drama,Mystery",4
1896,2077,Journey of Natty Gann,"Adventure,Children",3
1897,2078,Jungle Book,"Animation,Children,Musical",4
1898,2079,Kidnapped  ,"Children,Drama",4
1899,2080,Lady and the Tramp  ,"Animation,Children,Comedy,Romance",4
1900,2081,Little Mermaid,"Animation,Children,Musical,Romance",4
1901,2082,Mighty Ducks,"Children,Comedy",3
1902,2083,Muppet Christmas Carol,"Children,Musical",4
1903,2084,Newsies  ,"Children,Musical",3
1904,2085,101 Dalmatians  ,"Animation,Children",4
1905,2086,One Magic Christmas  ,"Drama,Fantasy",4
1906,2087,Peter Pan  ,"Animation,Children,Fantasy",4
1907,2088,Popeye  ,"Adventure,Comedy,Musical",3
1908,2089,Rescuers Down Under,"Animation,Children",3
1909,2090,Rescuers,"Animation,Children",3
1910,2091,Return from Witch Mountain  ,"Children,SciFi",3
1911,2092,Return of Jafar,"Animation,Children",2
1912,2093,Return to Oz  ,"Adventure,Children,Fantasy",3
1913,2094,Rocketeer,"Action,Adventure",3
1914,2095,Shaggy D.A.,"Children,Comedy",3
1915,2096,Sleeping Beauty  ,"Animation,Children,Musical",4
1916,2097,Something Wicked This Way Comes  ,"Children,Horror",3
1917,2098,Son of Flubber  ,"Children,Comedy",3
1918,2099,Song of the South  ,"Adventure,Animation,Children",4
1919,2100,Splash  ,"Comedy,Fantasy,Romance",3
1920,2101,Squanto: AWarrior's Tale  ,"Adventure,Drama",4
1921,2102,Steamboat Willie  ,"Animation,Children,Comedy",3
1922,2103,Tall Tale  ,"Adventure,Children",3
1923,2104,Tex  ,Drama,3
1924,2105,Tron  ,"Action,Adventure,Fantasy",3
1925,2106,Swing Kids  ,"Drama,War",3
1926,2107,Halloween: H20  ,"Horror,Thriller",3
1927,2108,L.A. Story  ,"Comedy,Romance",4
1928,2109,Jerk,Comedy,4
1929,2110,Dead Men Don't Wear Plaid  ,"Comedy,Crime,Thriller",3
1930,2111,Man with Two Brains,Comedy,3
1931,2112,Grand Canyon  ,"Crime,Drama",3
1932,2113,Graveyard Shift  ,"Horror,Thriller",2
1933,2114,Outsiders,Drama,4
1934,2115,Indiana Jones and the Temple of Doom  ,"Action,Adventure",4
1935,2116,Lord of the Rings,"Adventure,Animation,SciFi",3
1936,2117,Nineteen Eighty-Four  ,"Drama,SciFi",4
1937,2118,Dead Zone,"Horror,Thriller",4
1938,2119,Maximum Overdrive  ,Horror,2
1939,2120,Needful Things  ,"Drama,Horror",3
1940,2121,Cujo  ,"Horror,Thriller",3
1941,2122,Children of the Corn  ,"Horror,Thriller",2
1942,2123,All Dogs Go to Heaven  ,"Animation,Children",3
1943,2124,Addams Family,Comedy,3
1944,2125,Ever After: A Cinderella Story  ,"Drama,Romance",4
1945,2126,Snake Eyes  ,"Action,Crime,Mystery",3
1946,2127,First Love,"Drama,Romance",4
1947,2128,Safe Men  ,Comedy,3
1948,2129,Saltmen of Tibet,Documentary,4
1949,2130,Atlantic City  ,"Crime,Drama,Romance",4
1950,2131,Autumn Sonata (Höstsonaten )  ,Drama,4
1951,2132,Who's Afraid of Virginia Woolf?  ,Drama,4
1952,2133,Adventures in Babysitting  ,"Adventure,Comedy",3
1953,2134,Weird Science  ,Comedy,3
1954,2135,Doctor Dolittle  ,"Adventure,Musical",3
1955,2136,Nutty Professor,Comedy,3
1956,2137,Charlotte's Web  ,"Animation,Children",4
1957,2138,Watership Down  ,"Animation,Children,Drama",4
1958,2139,Secret of NIMH,"Animation,Children",4
1959,2140,Dark Crystal,"Children,Fantasy",4
1960,2141,American Tail,"Animation,Children",3
1961,2142,American Tail: Fievel Goes West,"Animation,Children",3
1962,2143,Legend  ,"Adventure,Fantasy,Romance",3
1963,2144,Sixteen Candles  ,Comedy,4
1964,2145,Pretty in Pink  ,"Comedy,Drama,Romance",3
1965,2146,St. Elmo's Fire  ,"Drama,Romance",3
1966,2147,Clan of the Cave Bear,Drama,3
1967,2148,House  ,"Comedy,Horror",3
1968,2149,House II: The Second Story  ,"Comedy,Horror",2
1969,2150,Gods Must Be Crazy,Comedy,4
1970,2151,Gods Must Be Crazy II,Comedy,3
1971,2152,Air Bud: Golden Receiver  ,"Children,Comedy",2
1972,2153,Avengers,"Action,Adventure",2
1973,2154,How Stella Got Her Groove Back  ,"Drama,Romance",3
1974,2155,Slums of Beverly Hills,Comedy,3
1975,2156,Best Man,"Comedy,Drama",4
1976,2157,Chambermaid on the Titanic,Romance,3
1977,2158,Henry: Portrait of a Serial Killer,"Crime,Horror",3
1978,2159,Henry: Portrait of a Serial Killer  ,"Crime,Horror",3
1979,2160,Rosemary's Baby  ,"Horror,Thriller",4
1980,2161,NeverEnding Story,"Adventure,Children",4
1981,2162,NeverEnding Story II: The Next Chapter,"Adventure,Children",2
1982,2163,Attack of the Killer Tomatoes!  ,"Comedy,Horror",3
1983,2164,Surf Nazis Must Die  ,Drama,2
1984,2165,Your Friends and Neighbors  ,Drama,3
1985,2166,Return to Paradise  ,"Drama,Romance",4
1986,2167,Blade  ,"Action,Adventure,Horror",3
1987,2168,Dance with Me  ,"Drama,Romance",3
1988,2169,Dead Man on Campus  ,Comedy,3
1989,2170,Wrongfully Accused  ,"Action,Comedy",3
1990,2171,Next Stop,"Comedy,Drama",4
1991,2172,Strike! (a.k.a. All I Wanna Do,Comedy,3
1992,2173,Navigator: A Mediaeval Odyssey,"Adventure,Fantasy",4
1993,2174,Beetlejuice  ,"Comedy,Fantasy",4
1994,2175,Déjà Vu  ,"Drama,Romance",4
1995,2176,Rope  ,Thriller,4
1996,2177,Family Plot  ,"Comedy,Thriller",3
1997,2178,Frenzy  ,Thriller,4
1998,2179,Topaz  ,Thriller,3
1999,2180,Torn Curtain  ,Thriller,3
2000,2181,Marnie  ,Thriller,4
2001,2182,Wrong Man,"Drama,Noir",4
2002,2183,Man Who Knew Too Much,Thriller,4
2003,2184,Trouble with Harry,"Mystery,Thriller",4
2004,2185,I Confess  ,Thriller,4
2005,2186,Strangers on a Train  ,"Noir,Thriller",4
2006,2187,Stage Fright  ,"Mystery,Thriller",4
2007,2188,54,Drama,3
2008,2189,I Married A Strange Person  ,Animation,4
2009,2190,Why Do Fools Fall In Love?  ,Drama,3
2010,2191,MerryWar,Comedy,3
2011,2192,See the Sea (Regarde la mer)  ,Drama,3
2012,2193,Willow  ,"Action,Adventure,Fantasy",3
2013,2194,Untouchables,"Action,Crime",4
2014,2195,Dirty Work  ,Comedy,3
2015,2196,Knock Off  ,Action,2
2016,2197,Firelight  ,Drama,4
2017,2198,Modulations  ,Documentary,4
2018,2200,Under Capricorn  ,Drama,2
2019,2201,Paradine Case,Drama,3
2020,2202,Lifeboat  ,"Drama,Thriller,War",4
2021,2203,Shadow of a Doubt  ,"Noir,Thriller",4
2022,2204,Saboteur  ,Thriller,4
2023,2205,Mr. & Mrs. Smith  ,Comedy,4
2024,2206,Suspicion  ,"Mystery,Thriller",4
2025,2207,Jamaica Inn  ,Drama,3
2026,2208,Lady Vanishes,"Comedy,Mystery,Thriller",4
2027,2209,Young and Innocent  ,"Crime,Thriller",3
2028,2210,Sabotage  ,Thriller,4
2029,2211,Secret Agent  ,Thriller,4
2030,2212,Man Who Knew Too Much,Thriller,4
2031,2213,Waltzes from Vienna  ,"Comedy,Musical",1
2032,2214,Number Seventeen  ,Thriller,3
2033,2215,Rich and Strange  ,"Comedy,Romance",4
2034,2217,Elstree Calling  ,"Comedy,Musical",1
2035,2218,Juno and Paycock  ,Drama,2
2036,2219,Murder!  ,"Mystery,Thriller",3
2037,2221,Blackmail  ,Thriller,3
2038,2223,Farmer's Wife,Comedy,3
2039,2226,Ring,Drama,3
2040,2227,Lodger,Thriller,4
2041,2231,Rounders  ,"Crime,Drama",4
2042,2232,Cube  ,"SciFi,Thriller",3
2043,2233,Digging to China  ,Drama,2
2044,2234,Let's Talk About Sex  ,Drama,2
2045,2235,One Man's Hero  ,"Drama,War",2
2046,2236,Simon Birch  ,Drama,4
2047,2237,Without Limits  ,Drama,4
2048,2238,Seven Beauties (Pasqualino Settebellezze)  ,"Comedy,Drama",4
2049,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)  ,"Comedy,Drama",4
2050,2240,My Bodyguard  ,Drama,4
2051,2241,Class  ,Comedy,3
2052,2242,Grandview,Drama,2
2053,2243,Broadcast News  ,"Comedy,Drama,Romance",4
2054,2244,Allnighter,"Comedy,Romance",2
2055,2245,Working Girl  ,"Comedy,Drama",3
2056,2246,Stars and Bars  ,Comedy,3
2057,2247,Married to the Mob  ,Comedy,3
2058,2248,Say Anything...  ,"Comedy,Drama,Romance",4
2059,2249,My Blue Heaven  ,Comedy,3
2060,2250,Men Don't Leave  ,Drama,3
2061,2251,Cabinet of Dr. Ramirez,Comedy,4
2062,2252,Hero  ,"Comedy,Drama",3
2063,2253,Toys  ,"Action,Comedy,Fantasy",3
2064,2254,Choices  ,Drama,2
2065,2255,Young Doctors in Love  ,Comedy,3
2066,2256,Parasite  ,"Horror,SciFi",2
2067,2257,No Small Affair  ,"Comedy,Romance",3
2068,2258,Master Ninja I  ,Action,3
2069,2259,Blame It on Rio  ,"Comedy,Romance",3
2070,2260,Wisdom  ,"Action,Crime",3
2071,2261,One Crazy Summer  ,Comedy,3
2072,2262,About Last Night...  ,"Comedy,Drama,Romance",3
2073,2263,Seventh Sign,Thriller,3
2074,2264,We're No Angels  ,Drama,3
2075,2265,Nothing But Trouble  ,"Adventure,Comedy",2
2076,2266,Butcher's Wife,"Comedy,Romance",3
2077,2267,Mortal Thoughts  ,"Mystery,Thriller",3
2078,2268,Few Good Men,"Crime,Drama",4
2079,2269,Indecent Proposal  ,Drama,3
2080,2271,Permanent Midnight  ,Drama,3
2081,2272,One True Thing  ,Drama,3
2082,2273,Rush Hour  ,"Action,Thriller",4
2083,2275,Six-String Samurai  ,"Action,Adventure,SciFi",3
2084,2276,Soldier's Daughter Never Cries,Drama,4
2085,2277,Somewhere in the City  ,Drama,2
2086,2278,Ronin  ,"Action,Crime,Thriller",4
2087,2279,Urban Legend  ,"Horror,Thriller",3
2088,2280,Clay Pigeons  ,Crime,3
2089,2281,Monument Ave.  ,Crime,3
2090,2282,Pecker  ,"Comedy,Drama",4
2091,2283,Sheltering Sky,Drama,3
2092,2284,Bandit Queen  ,Drama,4
2093,2285,If....  ,Drama,4
2094,2286,Fiendish Plot of Dr. Fu Manchu,Comedy,3
2095,2287,Them!  ,"SciFi,Thriller,War",3
2096,2288,Thing,"Action,Horror,Thriller",4
2097,2289,Player,"Comedy,Drama",4
2098,2290,Stardust Memories  ,"Comedy,Drama",3
2099,2291,Edward Scissorhands  ,"Drama,Romance",4
2100,2292,Overnight Delivery  ,Romance,2
2101,2293,Shadrach  ,Drama,3
2102,2294,Antz  ,"Animation,Children",3
2103,2295,Impostors,Comedy,4
2104,2296,Night at the Roxbury,Comedy,2
2105,2297,What Dreams May Come  ,"Drama,Romance",3
2106,2298,Strangeland  ,Thriller,2
2107,2299,Battle of the Sexes,Comedy,4
2108,2300,Producers,"Comedy,Musical",4
2109,2301,History of the World: Part I  ,Comedy,4
2110,2302,My Cousin Vinny  ,Comedy,4
2111,2303,Nashville  ,"Drama,Musical",4
2112,2304,Love Is the Devil  ,Drama,4
2113,2305,Slam  ,Drama,3
2114,2306,Holy Man  ,Comedy,2
2115,2307,One Tough Cop  ,"Action,Drama",3
2116,2308,Detroit 9000  ,"Action,Crime",2
2117,2309,Inheritors,Drama,4
2118,2310,Mighty,Drama,4
2119,2311,2010,"Mystery,SciFi",3
2120,2312,Children of a Lesser God  ,Drama,4
2121,2313,Elephant Man,Drama,4
2122,2314,Beloved  ,Drama,3
2123,2315,Bride of Chucky  ,"Horror,Thriller",2
2124,2316,Practical Magic  ,"Drama,Romance",3
2125,2317,Alarmist,Comedy,3
2126,2318,Happiness  ,Comedy,4
2127,2320,Apt Pupil  ,"Drama,Thriller",3
2128,2321,Pleasantville  ,Comedy,4
2129,2322,Soldier  ,"Action,Adventure,SciFi,War",3
2130,2323,Cruise,Documentary,4
2131,2324,Life Is Beautiful (La Vita è bella)  ,"Comedy,Drama",4
2132,2325,Orgazmo  ,Comedy,3
2133,2326,Shattered Image  ,"Drama,Thriller",3
2134,2327,Tales from the Darkside: The Movie  ,Horror,3
2135,2328,Vampires  ,Horror,3
2136,2329,American History X  ,Drama,4
2137,2330,Hands on a Hard Body  ,Documentary,4
2138,2331,Living Out Loud  ,"Comedy,Romance",3
2139,2332,Belly  ,"Crime,Drama",3
2140,2333,Gods and Monsters  ,Drama,4
2141,2334,Siege,"Action,Thriller",3
2142,2335,Waterboy,Comedy,3
2143,2336,Elizabeth  ,Drama,4
2144,2337,Velvet Goldmine  ,Drama,3
2145,2338,I Still Know What You Did Last Summer  ,"Horror,Mystery,Thriller",2
2146,2339,I'll Be Home For Christmas  ,"Comedy,Romance",3
2147,2340,Meet Joe Black  ,Romance,3
2148,2341,Dancing at Lughnasa  ,Drama,3
2149,2342,Hard Core Logo  ,Comedy,4
2150,2343,Naked Man,Drama,2
2151,2344,Runaway Train  ,"Action,Adventure,Drama",3
2152,2345,Desert Bloom  ,Drama,3
2153,2346,Stepford Wives,"SciFi,Thriller",3
2154,2347,Pope of Greenwich Village,Action,4
2155,2348,Sid and Nancy  ,Drama,4
2156,2349,Mona Lisa  ,"Comedy,Thriller",4
2157,2350,Heart Condition  ,Comedy,3
2158,2351,Nights of Cabiria (Le Notti di Cabiria)  ,Drama,4
2159,2352,Big Chill,"Comedy,Drama",4
2160,2353,Enemy of the State  ,"Action,Thriller",4
2161,2354,Rugrats Movie,"Animation,Children",3
2162,2355,Bug's Life,"Animation,Children",4
2163,2356,Celebrity  ,Comedy,3
2164,2357,Central Station (Central do Brasil)  ,Drama,4
2165,2358,Savior  ,Drama,4
2166,2359,Waking Ned Devine  ,Comedy,4
2167,2360,Celebration,Drama,4
2168,2361,Pink Flamingos  ,Comedy,3
2169,2362,Glen or Glenda  ,Drama,3
2170,2363,Godzilla (Gojira)  ,"Action,SciFi",3
2171,2364,Godzilla (Gojira)  ,"Action,SciFi",3
2172,2365,King Kong vs. Godzilla (Kingukongu tai Gojira)  ,"Action,SciFi",3
2173,2366,King Kong  ,"Action,Adventure,Horror",4
2174,2367,King Kong  ,"Action,Adventure,Horror",3
2175,2368,King Kong Lives  ,"Action,Adventure,Horror",2
2176,2369,Desperately Seeking Susan  ,"Comedy,Romance",3
2177,2370,Emerald Forest,"Action,Adventure",4
2178,2371,Fletch  ,Comedy,4
2179,2372,Fletch Lives  ,Comedy,3
2180,2373,Red Sonja  ,"Action,Adventure",2
2181,2374,Gung Ho  ,"Comedy,Drama",3
2182,2375,Money Pit,Comedy,3
2183,2376,View to a Kill,Action,3
2184,2377,Lifeforce  ,"Horror,SciFi",3
2185,2378,Police Academy  ,Comedy,3
2186,2379,Police Academy 2: Their First Assignment  ,Comedy,2
2187,2380,Police Academy 3: Back in Training  ,Comedy,2
2188,2381,Police Academy 4: Citizens on Patrol  ,Comedy,2
2189,2382,Police Academy 5: Assignment: Miami Beach  ,Comedy,2
2190,2383,Police Academy 6: City Under Siege  ,Comedy,2
2191,2384,Babe: Pig in the City  ,"Children,Comedy",3
2192,2385,Home Fries  ,"Comedy,Romance",3
2193,2386,Jerry Springer: Ringmaster  ,Drama,2
2194,2387,Very Bad Things  ,"Comedy,Crime",3
2195,2388,Steam: The Turkish Bath (Hamam)  ,"Drama,Romance",3
2196,2389,Psycho  ,"Crime,Horror,Thriller",3
2197,2390,Little Voice  ,Comedy,4
2198,2391,Simple Plan,"Crime,Thriller",4
2199,2392,Jack Frost  ,"Comedy,Drama",2
2200,2393,Star Trek: Insurrection  ,"Action,SciFi",3
2201,2394,Prince of Egypt,"Animation,Musical",4
2202,2395,Rushmore  ,Comedy,4
2203,2396,Shakespeare in Love  ,"Comedy,Romance",4
2204,2397,Mass Appeal  ,Drama,3
2205,2398,Miracle on 34th Street  ,Drama,4
2206,2399,Santa Claus: The Movie  ,"Adventure,Children,Fantasy",3
2207,2400,Prancer  ,"Children,Drama",3
2208,2401,Pale Rider  ,Western,4
2209,2402,Rambo: First Blood Part II  ,"Action,War",3
2210,2403,First Blood  ,Action,4
2211,2404,Rambo III  ,"Action,War",2
2212,2405,Jewel of the Nile,"Action,Adventure,Romance",3
2213,2406,Romancing the Stone  ,"Action,Adventure,Comedy",4
2214,2407,Cocoon  ,"Comedy,SciFi",4
2215,2408,Cocoon: The Return  ,"Comedy,SciFi",3
2216,2409,Rocky II  ,"Action,Drama",3
2217,2410,Rocky III  ,"Action,Drama",3
2218,2411,Rocky IV  ,"Action,Drama",3
2219,2412,Rocky V  ,"Action,Drama",2
2220,2413,Clue  ,"Comedy,Mystery",3
2221,2414,Young Sherlock Holmes  ,"Action,Adventure,Mystery",3
2222,2415,Violets Are Blue...  ,"Drama,Romance",3
2223,2416,Back to School  ,Comedy,3
2224,2417,Heartburn  ,"Comedy,Drama",3
2225,2418,Nothing in Common  ,Comedy,3
2226,2419,Extremities  ,"Drama,Thriller",3
2227,2420,Karate Kid,Drama,3
2228,2421,Karate Kid,",,Action,Drama",3
2229,2422,Karate Kid III,"Action,Adventure",2
2230,2423,Christmas Vacation  ,Comedy,4
2231,2424,You've Got Mail  ,"Comedy,Romance",3
2232,2425,General,Crime,4
2233,2426,Theory of Flight,"Comedy,Drama",3
2234,2427,Thin Red Line,"Action,Drama",3
2235,2428,Faculty,"Horror,SciFi",3
2236,2429,Mighty Joe Young  ,"Adventure,Children,Drama",3
2237,2430,Mighty Joe Young  ,"Adventure,Children,Drama",3
2238,2431,Patch Adams  ,"Comedy,Drama",3
2239,2432,Stepmom  ,Drama,3
2240,2433,CivilAction,Drama,3
2241,2434,Down in the Delta  ,Drama,4
2242,2435,Hurlyburly  ,Drama,3
2243,2436,Tea with Mussolini  ,Comedy,4
2244,2437,Wilde  ,Drama,4
2245,2438,Outside Ozona  ,"Drama,Thriller",4
2246,2439,Affliction  ,Drama,4
2247,2440,Another Day in Paradise  ,Drama,3
2248,2441,Hi-Lo Country,"Drama,Western",3
2249,2442,Hilary and Jackie  ,Drama,4
2250,2443,Playing by Heart  ,"Drama,Romance",4
2251,2444,24 7: Twenty Four Seven  ,"Comedy,Drama",4
2252,2445,At First Sight  ,Drama,3
2253,2446,In Dreams  ,Thriller,3
2254,2447,Varsity Blues  ,"Comedy,Drama",3
2255,2448,Virus  ,"Horror,SciFi",2
2256,2449,Garbage Pail Kids Movie,"Adventure,Children",2
